Region,Date,NewCases,Humidity_x,PopulationDensity,OutbreakRisk,Temperature,Humidity_y,Rainfall
Shimla,2023-03-23,141,68,5000,0,25,68,5.4
Srinagar,2023-03-23,81,43,6500,0,17,43,10.1
Jammu,2023-03-23,212,69,7800,0,33,69,0
Goa,2023-03-23,190,89,2500,1,30,89,13.5
Mangalore,2023-03-23,167,73,6800,1,32,73,13.9
Mysore,2023-03-23,71,59,7500,0,23,59,10.0
Pondicherry,2023-03-23,139,69,8000,0,30,69,15.5
Madurai,2023-03-23,314,76,7200,1,35,76,13.5
Mumbai,2023-03-24,163,65,20000,1,29,65,10.5
Delhi,2023-03-24,145,48,15000,1,35,48,2.3
Chennai,2023-03-24,169,68,18000,1,39,68,2.1
Kolkata,2023-03-24,224,73,17000,1,26,73,6.6
Bengaluru,2023-03-24,159,45,19000,1,33,45,16.0
Hyderabad,2023-03-24,215,78,12000,1,43,78,7.2
Ahmedabad,2023-03-24,139,29,10000,0,45,29,0.2
Pune,2023-03-24,196,72,11000,1,35,72,0
Jaipur,2023-03-24,53,63,8000,0,21,63,6.7
Lucknow,2023-03-24,70,61,9000,1,43,61,5.5
Nagpur,2023-03-24,30,60,7500,0,20,60,4.9
Indore,2023-03-24,266,72,7000,0,29,72,3.7
Bhopal,2023-03-24,241,70,6500,1,42,70,4.0
Surat,2023-03-24,143,53,9500,0,25,53,1.7
Vadodara,2023-03-24,275,89,7800,1,37,89,2.6
Coimbatore,2023-03-24,240,42,8500,0,26,42,12.7
Kochi,2023-03-24,444,78,9200,1,35,78,11.0
Thiruvananthapuram,2023-03-24,234,70,8800,1,34,70,5.5
Visakhapatnam,2023-03-24,425,91,8000,1,39,91,9.5
Vijayawada,2023-03-24,45,81,7600,0,29,81,3.0
Guwahati,2023-03-24,77,75,6000,1,24,75,5.4
Patna,2023-03-24,268,76,8200,0,17,76,3.4
Ranchi,2023-03-24,143,58,5500,0,26,58,8.0
Bhubaneswar,2023-03-24,105,69,7000,0,24,69,7.1
Raipur,2023-03-24,61,91,6200,0,27,91,4.4
Chandigarh,2023-03-24,103,39,9800,0,37,39,2.6
Dehradun,2023-03-24,155,74,7200,1,35,74,2.3
Shimla,2023-03-24,189,39,5000,0,5,39,8.1
Srinagar,2023-03-24,259,73,6500,1,7,73,11.1
Jammu,2023-03-24,82,40,7800,0,21,40,1.3
Goa,2023-03-24,224,89,2500,1,29,89,8.1
Mangalore,2023-03-24,231,90,6800,0,28,90,2.1
Mysore,2023-03-24,59,60,7500,0,32,60,4.1
Pondicherry,2023-03-24,273,80,8000,1,30,80,0.7
Madurai,2023-03-24,200,83,7200,1,35,83,5.8
Mumbai,2023-03-25,379,76,20000,1,29,76,13.5
Delhi,2023-03-25,301,92,15000,1,35,92,2.2
Chennai,2023-03-25,101,88,18000,1,38,88,17.8
Kolkata,2023-03-25,401,60,17000,1,33,60,10.6
Bengaluru,2023-03-25,263,43,19000,1,35,43,12.6
Hyderabad,2023-03-25,52,49,12000,1,39,49,2.1
Ahmedabad,2023-03-25,140,50,10000,0,25,50,5.0
Pune,2023-03-25,146,56,11000,0,23,56,3.9
Jaipur,2023-03-25,238,53,8000,0,37,53,1.9
Lucknow,2023-03-25,155,54,9000,0,41,54,2.7
Nagpur,2023-03-25,169,44,7500,0,44,44,2.8
Indore,2023-03-25,166,35,7000,0,25,35,5.7
Bhopal,2023-03-25,140,49,6500,0,15,49,3.2
Surat,2023-03-25,91,70,9500,0,29,70,0.9
Vadodara,2023-03-25,156,64,7800,0,25,64,4.0
Coimbatore,2023-03-25,161,49,8500,1,30,49,6.3
Kochi,2023-03-25,113,79,9200,1,32,79,6.1
Thiruvananthapuram,2023-03-25,211,76,8800,1,31,76,8.1
Visakhapatnam,2023-03-25,70,91,8000,1,39,91,4.6
Vijayawada,2023-03-25,120,73,7600,1,37,73,4.8
Guwahati,2023-03-25,100,67,6000,0,23,67,5.7
Patna,2023-03-25,182,55,8200,0,26,55,4.6
Ranchi,2023-03-25,366,80,5500,1,34,80,6.5
Bhubaneswar,2023-03-25,67,84,7000,1,41,84,2.6
Raipur,2023-03-25,187,61,6200,0,31,61,3.5
Chandigarh,2023-03-25,262,85,9800,1,21,85,5.5
Dehradun,2023-03-25,166,50,7200,0,18,50,2.6
Shimla,2023-03-25,71,61,5000,0,19,61,6.0
Srinagar,2023-03-25,160,50,6500,0,21,50,8.9
Jammu,2023-03-25,91,65,7800,0,8,65,5.4
Goa,2023-03-25,164,72,2500,1,34,72,14.9
Mangalore,2023-03-25,151,79,6800,0,26,79,3.0
Mysore,2023-03-25,175,44,7500,0,26,44,3.3
Pondicherry,2023-03-25,195,62,8000,0,28,62,2.2
Madurai,2023-03-25,191,61,7200,0,30,61,16.2
Mumbai,2023-03-26,123,64,20000,1,37,64,8.0
Delhi,2023-03-26,229,50,15000,1,41,50,6.4
Chennai,2023-03-26,125,88,18000,1,29,88,12.4
Kolkata,2023-03-26,253,85,17000,1,33,85,14.0
Bengaluru,2023-03-26,163,47,19000,1,24,47,12.3
Hyderabad,2023-03-26,297,85,12000,1,32,85,9.0
Ahmedabad,2023-03-26,124,63,10000,0,28,63,2.0
Pune,2023-03-26,184,45,11000,1,31,45,3.8
Jaipur,2023-03-26,195,72,8000,1,43,72,4.2
Lucknow,2023-03-26,158,59,9000,0,29,59,2.0
Nagpur,2023-03-26,170,87,7500,1,29,87,5.7
Indore,2023-03-26,244,80,7000,0,26,80,4.2
Bhopal,2023-03-26,127,57,6500,0,21,57,4.4
Surat,2023-03-26,123,91,9500,1,37,91,2.9
Vadodara,2023-03-26,164,59,7800,0,29,59,0
Coimbatore,2023-03-26,241,81,8500,1,21,81,10.1
Kochi,2023-03-26,425,85,9200,1,31,85,6.7
Thiruvananthapuram,2023-03-26,63,67,8800,0,31,67,2.1
Visakhapatnam,2023-03-26,326,62,8000,1,35,62,9.7
Vijayawada,2023-03-26,192,62,7600,0,40,62,2.7
Guwahati,2023-03-26,217,75,6000,0,20,75,4.7
Patna,2023-03-26,181,42,8200,0,25,42,6.8
Ranchi,2023-03-26,118,38,5500,0,25,38,3.1
Bhubaneswar,2023-03-26,251,53,7000,1,35,53,10.8
Raipur,2023-03-26,154,60,6200,0,36,60,3.3
Chandigarh,2023-03-26,146,70,9800,0,15,70,1.5
Dehradun,2023-03-26,101,83,7200,0,19,83,2.9
Shimla,2023-03-26,219,70,5000,1,6,70,9.7
Srinagar,2023-03-26,124,76,6500,0,29,76,4.3
Jammu,2023-03-26,39,69,7800,0,21,69,3.2
Goa,2023-03-26,62,85,2500,1,30,85,5.7
Mangalore,2023-03-26,72,86,6800,1,29,86,10.3
Mysore,2023-03-26,134,67,7500,0,21,67,11.8
Pondicherry,2023-03-26,110,83,8000,0,29,83,15.2
Madurai,2023-03-26,149,58,7200,0,26,58,7.1
Mumbai,2023-03-27,208,66,20000,0,26,66,15.8
Delhi,2023-03-27,131,38,15000,0,24,38,2.8
Chennai,2023-03-27,279,72,18000,1,32,72,7.7
Kolkata,2023-03-27,88,80,17000,1,28,80,18.1
Bengaluru,2023-03-27,154,82,19000,1,26,82,13.1
Hyderabad,2023-03-27,67,37,12000,1,41,37,7.3
Ahmedabad,2023-03-27,47,82,10000,1,37,82,1.6
Pune,2023-03-27,49,61,11000,0,24,61,2.3
Jaipur,2023-03-27,191,71,8000,0,17,71,4.1
Lucknow,2023-03-27,215,79,9000,0,18,79,1.3
Nagpur,2023-03-27,57,46,7500,0,26,46,0.1
Indore,2023-03-27,176,64,7000,1,30,64,5.8
Bhopal,2023-03-27,302,82,6500,1,36,82,3.5
Surat,2023-03-27,238,50,9500,0,37,50,4.3
Vadodara,2023-03-27,59,55,7800,0,25,55,4.8
Coimbatore,2023-03-27,146,72,8500,1,29,72,13.9
Kochi,2023-03-27,146,61,9200,1,36,61,12.3
Thiruvananthapuram,2023-03-27,122,65,8800,0,27,65,14.7
Visakhapatnam,2023-03-27,104,65,8000,0,32,65,4.5
Vijayawada,2023-03-27,49,65,7600,1,41,65,9.4
Guwahati,2023-03-27,191,75,6000,1,20,75,5.1
Patna,2023-03-27,119,56,8200,0,23,56,6.2
Ranchi,2023-03-27,304,83,5500,0,24,83,0.3
Bhubaneswar,2023-03-27,350,57,7000,1,40,57,12.1
Raipur,2023-03-27,162,58,6200,0,30,58,4.9
Chandigarh,2023-03-27,110,68,9800,0,25,68,4.0
Dehradun,2023-03-27,197,85,7200,0,16,85,4.1
Shimla,2023-03-27,135,62,5000,0,8,62,6.0
Srinagar,2023-03-27,219,60,6500,0,9,60,10.4
Jammu,2023-03-27,104,86,7800,1,34,86,6.8
Goa,2023-03-27,306,81,2500,1,29,81,11.0
Mangalore,2023-03-27,266,77,6800,1,37,77,4.0
Mysore,2023-03-27,252,64,7500,1,30,64,13.4
Pondicherry,2023-03-27,159,64,8000,1,31,64,6.8
Madurai,2023-03-27,105,83,7200,1,29,83,6.9
Mumbai,2023-03-28,354,75,20000,1,38,75,1.1
Delhi,2023-03-28,114,68,15000,1,32,68,5.6
Chennai,2023-03-28,148,66,18000,1,32,66,16.5
Kolkata,2023-03-28,272,73,17000,1,29,73,16.9
Bengaluru,2023-03-28,74,69,19000,1,25,69,8.9
Hyderabad,2023-03-28,220,64,12000,1,22,64,5.5
Ahmedabad,2023-03-28,54,68,10000,1,36,68,6.0
Pune,2023-03-28,165,87,11000,1,34,87,5.3
Jaipur,2023-03-28,205,22,8000,0,43,22,4.0
Lucknow,2023-03-28,91,66,9000,0,25,66,3.2
Nagpur,2023-03-28,75,69,7500,0,28,69,2.1
Indore,2023-03-28,223,50,7000,1,39,50,6.1
Bhopal,2023-03-28,76,73,6500,1,35,73,3.8
Surat,2023-03-28,131,38,9500,0,26,38,5.6
Vadodara,2023-03-28,228,44,7800,0,26,44,4.4
Coimbatore,2023-03-28,44,60,8500,0,23,60,6.9
Kochi,2023-03-28,397,83,9200,1,35,83,8.1
Thiruvananthapuram,2023-03-28,64,90,8800,1,33,90,11.1
Visakhapatnam,2023-03-28,208,62,8000,0,34,62,2.5
Vijayawada,2023-03-28,62,45,7600,1,44,45,5.1
Guwahati,2023-03-28,110,66,6000,0,19,66,2.4
Patna,2023-03-28,171,71,8200,1,23,71,6.1
Ranchi,2023-03-28,116,65,5500,0,40,65,4.3
Bhubaneswar,2023-03-28,202,83,7000,1,39,83,4.1
Raipur,2023-03-28,111,76,6200,1,24,76,6.6
Chandigarh,2023-03-28,66,27,9800,0,25,27,5.8
Dehradun,2023-03-28,65,55,7200,0,23,55,1.1
Shimla,2023-03-28,143,46,5000,0,26,46,5.3
Srinagar,2023-03-28,145,70,6500,0,24,70,3.7
Jammu,2023-03-28,30,42,7800,0,7,42,2.4
Goa,2023-03-28,262,83,2500,0,28,83,1.8
Mangalore,2023-03-28,223,84,6800,1,32,84,8.9
Mysore,2023-03-28,125,58,7500,0,29,58,2.8
Pondicherry,2023-03-28,217,70,8000,1,33,70,12.7
Madurai,2023-03-28,75,78,7200,1,33,78,1.4
Mumbai,2023-03-29,91,64,20000,1,29,64,5.0
Delhi,2023-03-29,250,57,15000,1,27,57,5.6
Chennai,2023-03-29,83,63,18000,1,41,63,0.6
Kolkata,2023-03-29,101,67,17000,1,33,67,2.1
Bengaluru,2023-03-29,303,69,19000,1,24,69,5.5
Hyderabad,2023-03-29,146,86,12000,1,29,86,1.4
Ahmedabad,2023-03-29,224,81,10000,0,29,81,3.4
Pune,2023-03-29,227,52,11000,1,29,52,8.0
Jaipur,2023-03-29,265,56,8000,0,45,56,1.9
Lucknow,2023-03-29,47,55,9000,0,27,55,5.1
Nagpur,2023-03-29,74,33,7500,0,37,33,0.3
Indore,2023-03-29,121,42,7000,0,25,42,4.0
Bhopal,2023-03-29,132,35,6500,0,24,35,1.3
Surat,2023-03-29,69,43,9500,0,27,43,4.0
Vadodara,2023-03-29,116,41,7800,0,27,41,4.7
Coimbatore,2023-03-29,70,77,8500,1,32,77,1.6
Kochi,2023-03-29,83,60,9200,0,28,60,18.1
Thiruvananthapuram,2023-03-29,229,80,8800,1,29,80,8.9
Visakhapatnam,2023-03-29,204,57,8000,0,37,57,3.1
Vijayawada,2023-03-29,342,77,7600,0,27,77,2.3
Guwahati,2023-03-29,242,71,6000,1,25,71,7.9
Patna,2023-03-29,177,91,8200,0,19,91,5.0
Ranchi,2023-03-29,97,72,5500,1,28,72,5.7
Bhubaneswar,2023-03-29,262,57,7000,0,20,57,1.8
Raipur,2023-03-29,219,80,6200,1,33,80,6.6
